source_key,source_page,source_position,name,comment,created_at
gameslice:p73:c5,73,5,Rowan,"Loved the read, now to flick back through it and pick up on some of the content I   missed. I hope I missed something otherwise Portal 2 is really over.",2011-05-22 09:18:00
gameslice:p73:c6,73,6,John,"Really great! The YouTube links added to what was already a great, in-depth read of the development of Portal 2. Thoroughly enjoyed it.  :)",2011-05-22 09:13:00
gameslice:p73:c7,73,7,James,This was very imformative and I really loved this! Hope they do this for Half-Life 2: Ep 3,2011-05-22 09:02:00
gameslice:p73:c8,73,8,Mogens,"Very cool, and well worth the price :)",2011-05-22 08:52:00
gameslice:p73:c9,73,9,Jamin,"Worth the 2 bucks! I see Valve steering towards ""multi-player"" games that focus on connecting with others via cooperation/strategy/etc. I sincerely hope they don't get rid of single-player based games completely as I am more of a story oriented gamer. Fresh new game mechanics are interesting but what draws me in to ""buying"" a game is a cinematic story focused character driven narrative. As long as those games steer away from the usual gangster/mob/military/grunt/cop/etc. - the usual tiresome cliches. Thanks for the showing us a fraction of what it must feel like to make a game from beginning to end! I'd love to experience making a game via storytelling or music, yet I'd have a punching bag during my ""final hours""!",2011-05-22 08:52:00
gameslice:p73:c10,73,10,Sam,Great read. Thank you very much :),2011-05-22 08:41:00
gameslice:p74:c1,74,1,kays,amazing read,2011-05-22 08:00:00
gameslice:p74:c2,74,2,Mark,"I'm tired. I stayed up way past my bedtime to finish this. I feel I shouldn't have to say that this is a great read, but I will.",2011-05-22 07:54:00
gameslice:p74:c3,74,3,Kevin,The most inspiring thing I have ever read.,2011-05-22 07:53:00
gameslice:p74:c4,74,4,Jak,"Great read, can't wait for the next Valve game in 2016 ;)",2011-05-22 07:37:00
gameslice:p74:c5,74,5,Julian,"Brilliant read, there should be more of these for other great games!",2011-05-22 07:06:00
gameslice:p74:c6,74,6,Andru112,Very interesting. Nice work.,2011-05-22 07:00:00
gameslice:p74:c7,74,7,david,"This book was a blast to read. As i finished reading it i thought back to the ending of porta. What happens next?  I often thought that chell is so atttached to glados now it has become almost like a job. Glados really didnt want chell to leave it seems as her"" goodbye kiss"" actually felt personal and heart warming. i mean since glados found some new subjects it could be as easy as      glados constanly depressed that all the new test subjects where complete failures or along those lines Its just a thought anyway congrates and much luck on your continued success.",2011-05-22 06:56:00
gameslice:p74:c8,74,8,Eli,Great interactive book.  It opened up my awareness of what developers go through.,2011-05-22 06:22:00
gameslice:p74:c9,74,9,i am,cool!)),2011-05-22 06:12:00
gameslice:p74:c10,74,10,Dyego,It was a very interesting and fun reading. I really enjoyed the parts that talks about how Valve works.,2011-05-22 06:04:00
gameslice:p75:c1,75,1,Rodrigo,Awesome. I'm glad I payed the two dollars for this.,2011-05-22 05:50:00
gameslice:p75:c2,75,2,Horatius83,"I love concept art and the stuff that goes into making games. This is the first digital book I've ever bought, and I think the $2 was well worth it.",2011-05-22 05:46:00
gameslice:p75:c3,75,3,tom,Amazing,2011-05-22 05:44:00
gameslice:p75:c4,75,4,Dean,Unbelievable stuff. Was disappointed to find The National's involvement left unexplained.,2011-05-22 05:42:00
gameslice:p75:c5,75,5,Harry,The fish reminds of space core.,2011-05-22 05:23:00
gameslice:p75:c6,75,6,William mauritzen,"Thanks for giving us an intimate look at the process. The ""book"" seems to share the heart and spirit of valve. Well done.",2011-05-22 05:17:00
gameslice:p75:c7,75,7,Justin,Hopefully this is the future for all books/magazines. Took long enough to get there though :),2011-05-22 05:07:00
gameslice:p75:c8,75,8,Mechtroid,"This was worth the money, can't get enough of learning more about one of my favorite game developers.",2011-05-22 04:56:00
gameslice:p75:c9,75,9,Denis (RU),"Спасибо! Очень интересный материал!
Хотелось бы увидеть: Half-Life 2: Raising the Bar в Steam",2011-05-22 04:42:00
gameslice:p75:c10,75,10,David,"Two words... AWESOME BOOK! It was great to know who's behind Portal 1 and 2, I love Valve's games, and I really like this, I want this for my life, I really hope someday I'll be doing this.. I guess I'm in time... I'm just 16, almost 17.",2011-05-22 04:27:00
gameslice:p76:c1,76,1,mitchell,really made me look at a new perspective of the game. great job,2011-05-22 04:25:00
gameslice:p76:c2,76,2,Marlon,"Very good read, as I expected! I wish more games had a ""The Final Hours of"" out there, it's very interesting to know how it is to make a game from scratch. 

Big hug to Valve from Brazil!",2011-05-22 04:25:00
gameslice:p76:c3,76,3,Harry,The sunds not working.,2011-05-22 04:22:00
gameslice:p76:c4,76,4,Kathryn,"This book is really cool and interactive, I like that! Well done Valve! I approve!",2011-05-22 04:00:00
gameslice:p76:c5,76,5,Archie,"That was a very enjoyable read.  One slight correction I'd submit is that the great musical satirist is Tom Lehrer, not Tom Lehner (section 11, page 2.)",2011-05-22 03:57:00
gameslice:p76:c6,76,6,Jess,"Really hope Ep 3 still has an ""isolated single player component.""

Otherwise, great read.  Portal 2 = GOTY 2011.",2011-05-22 03:53:00
gameslice:p76:c7,76,7,Sam,Great read! Wow,2011-05-22 03:51:00
gameslice:p76:c8,76,8,Paul,"Good read, worth every penny",2011-05-22 03:40:00
gameslice:p76:c9,76,9,Saller,"Im from brazil, and when i read this book, i was like ""OMG, I NEED TO WORK AT VALVE"" , lol.. but i think that cinda hard.",2011-05-22 03:24:00
gameslice:p76:c10,76,10,Portla 2 fan,"Wow, why did that one poll say people want Valve to make half life 3? Honestly, this is a book about portal for goodness sakes. (P.S. I am downloading that new authoritive mode thing, cause its going to be awesome.)",2011-05-22 03:08:00
gameslice:p77:c1,77,1,Jesse Little,Great Stuff Glad I Bought this and all of valves releases!,2011-05-22 03:05:00
gameslice:p77:c2,77,2,Mike Maye,"Superb job on bringing the ""Making Of"" to the download market. great layout and awesome use of inserts. especially the vid of the chorus singing the ending song. It felt like a personal story of the making of Portal 2 and im glad i got a chance to read it. wish there was one for the original. d>@<b",2011-05-22 02:54:00
gameslice:p77:c3,77,3,xlinop,All this book did was make me realize I can't just read about Portal 2 and then NOT play it afterward.,2011-05-22 02:54:00
gameslice:p77:c4,77,4,William,Wow. Johnathon Couldton went to Yale. Oh and the game is friggin AWESOME!!!!!!,2011-05-22 02:39:00
gameslice:p77:c5,77,5,Jonnycox001,"Just what I've always wanted! An inside look into Valve HQ - and what a wonderful job you did, sir!",2011-05-22 02:37:00
gameslice:p77:c6,77,6,Nik,Really loved this.,2011-05-22 02:33:00
gameslice:p77:c7,77,7,Steve,Fantastic.,2011-05-22 02:17:00
gameslice:p77:c8,77,8,vFrederic,"A good read after finishing the Single Player Campaign. Thanks Geoff!
 I'm part of the 1% that's holding out for CounterStrike 2. Defintely would like to see Valve take on the 100 pound online military fps gorilla that is Call Of Duty. Keep an eye on DICE and Battlefield 3! PEACE.",2011-05-22 02:16:00
gameslice:p77:c9,77,9,Matthew,"I loved reading this book. However, if this book gets updated, please find a better version of the gifford children's choir video for Still Alive because you can't see the entire video without noticing a lot of green lighting that is blocking the kids on the stage.",2011-05-22 02:14:00
gameslice:p77:c10,77,10,Thulium,Amazing story.,2011-05-22 02:05:00
gameslice:p78:c1,78,1,Robert Boone,Great stuff!  Gives a good background on the development of Valve and Portal 2.  I feel excited to know what exactly Valve has ahead of them!,2011-05-22 01:59:00
gameslice:p78:c2,78,2,3D-FRIMEN,I really liked it!,2011-05-22 01:58:00
gameslice:p78:c3,78,3,darkrider,"God bless the VALVE family!
Nice book!",2011-05-22 01:52:00
gameslice:p78:c4,78,4,ADSF,"Beautiful. Simply amazing. Even without the informative interactivity seen throughout the ""book"", the writing and design itself is enough to keep you on the screen while the story is played out using genius writing that I believe conveys the grueling work and hardships, the ups and downs, and the ins and outs of Portal 2's development in the best and most informative way possible. Bravo.",2011-05-22 01:42:00
gameslice:p78:c5,78,5,TehPWN,Best book ever and loved the game my best regards to valve ;),2011-05-22 01:33:00
gameslice:p78:c6,78,6,Jakelove,"Great game, Great Company, Dogs fucking rule",2011-05-22 01:24:00
gameslice:p78:c7,78,7,m.n.wiser,Portal 2 is one of the best games I have ever played. It's great to be able to look through this interactive book and learn even more about Portal 2 and get some insights from Valve.,2011-05-22 01:10:00
gameslice:p78:c8,78,8,Lukasz,Interesting stuff,2011-05-22 01:05:00
gameslice:p78:c9,78,9,Brian,"The only way thins could have got better was if they just said "" u know what just have portal 2 on your iPad """,2011-05-22 01:04:00
gameslice:p78:c10,78,10,Taina Imatake,"i like the game , i like this book :3",2011-05-22 00:52:00
gameslice:p79:c1,79,1,Cave,This was so worth the money and then some. Thank you!,2011-05-22 00:36:00
gameslice:p79:c2,79,2,Clemens,Awesome!,2011-05-22 00:34:00
gameslice:p79:c3,79,3,Nacho,"Outstanding book mates.

Cheers,",2011-05-22 00:17:00
gameslice:p79:c4,79,4,Love Lagerkivst,"TFHoP2 is one of the most inspiring things I've read in a long while, and not to say one of the best. Thank you good sir, for this amazing creation.",2011-05-21 23:57:00
gameslice:p79:c5,79,5,Kenboslim,"Brilliant, gave me some fantastic insights behind the development of the game. Well worth the price.",2011-05-21 23:47:00
gameslice:p79:c6,79,6,Wheatley,awesome.,2011-05-21 23:45:00
gameslice:p79:c7,79,7,Alyxx,"An interesting insight on the story behind Portal and Portal 2, and I really enjoyed the interactivity. This is definitely something I would enjoy to see in the future as well.",2011-05-21 23:43:00
gameslice:p79:c8,79,8,Nicholas,Extremely informative. Learning all this has definitely changed the way I think about Valve and the work that it does. Well worth the money.,2011-05-21 23:40:00
